trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
196,False,"{'a': 0.5, 'e': 1.0}",25,0,-158.70932736953984,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
197,False,"{'a': 0.5, 'e': 1.0}",25,0,-54.82224660900082,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
198,False,"{'a': 0.5, 'e': 1.0}",25,0,-33.419800228836706,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
199,False,"{'a': 0.5, 'e': 1.0}",20,0,-146.4685295490607,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
200,False,"{'a': 0.5, 'e': 1.0}",20,0,-120.77985645928659,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
201,False,"{'a': 0.5, 'e': 1.0}",20,0,-47.15106658134331,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
202,False,"{'a': 0.5, 'e': 1.0}",20,0,-64.61878135898682,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
203,False,"{'a': 0.5, 'e': 1.0}",20,0,-54.66833418952084,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
204,False,"{'a': 0.5, 'e': 1.0}",20,0,-113.90090489172688,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
205,False,"{'a': 0.5, 'e': 1.0}",20,0,-82.45859580416854,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
206,False,"{'a': 0.5, 'e': 1.0}",25,0,-101.04389784147342,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
207,False,"{'a': 0.5, 'e': 1.0}",20,0,-58.39133088200375,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 1.0}",30,0,-150.38318681736737,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
209,False,"{'a': 0.5, 'e': 1.0}",25,0,-216.21169170805757,"{0: 12, 1: 3, 2: 4, 3: 3, 4: 3}",0
210,False,"{'a': 0.5, 'e': 1.0}",20,0,-88.90957414569198,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
211,False,"{'a': 0.5, 'e': 1.0}",20,0,-66.913110573967,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
212,False,"{'a': 0.5, 'e': 1.0}",20,0,-15.0534747959611,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 1.0}",30,0,-307.6434492519803,"{0: 13, 1: 3, 2: 8, 3: 1, 4: 5}",0
214,False,"{'a': 0.5, 'e': 1.0}",25,0,-106.57268653578143,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
215,False,"{'a': 0.5, 'e': 1.0}",25,0,-104.67274311013162,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
216,False,"{'a': 0.5, 'e': 1.0}",20,0,-73.21881615532651,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
217,False,"{'a': 0.5, 'e': 1.0}",25,0,-171.07008167464068,"{0: 10, 1: 2, 2: 9, 3: 4, 4: 0}",0
218,False,"{'a': 0.5, 'e': 1.0}",30,0,-182.5545252300106,"{0: 20, 1: 4, 2: 2, 3: 0, 4: 4}",0
219,False,"{'a': 0.5, 'e': 1.0}",20,0,-126.99988397953699,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 3}",0
220,False,"{'a': 0.5, 'e': 1.0}",20,0,-140.8035052015851,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
221,False,"{'a': 0.5, 'e': 1.0}",25,0,-135.78110851366856,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
222,False,"{'a': 0.5, 'e': 1.0}",20,0,-107.67428987216482,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
223,False,"{'a': 0.5, 'e': 1.0}",20,0,-109.46893235426045,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
224,False,"{'a': 0.5, 'e': 1.0}",20,12,-21.67275932181739,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
225,False,"{'a': 0.5, 'e': 1.0}",25,0,-194.7903547271223,"{0: 9, 1: 3, 2: 9, 3: 3, 4: 1}",0
226,False,"{'a': 0.5, 'e': 1.0}",30,0,-150.0232942138788,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
227,False,"{'a': 0.5, 'e': 1.0}",20,0,-43.9246052147659,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
228,False,"{'a': 0.5, 'e': 1.0}",20,0,-91.25244674396677,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
229,False,"{'a': 0.5, 'e': 1.0}",20,0,-124.4154671806927,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
230,False,"{'a': 0.5, 'e': 1.0}",25,0,-98.74284002723262,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 1}",0
231,False,"{'a': 0.5, 'e': 1.0}",20,0,-112.74883433344831,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
232,False,"{'a': 0.5, 'e': 1.0}",20,0,-119.55990788443077,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
233,False,"{'a': 0.5, 'e': 1.0}",25,0,-141.77649077687664,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",1
234,False,"{'a': 0.5, 'e': 1.0}",20,0,-130.81301433333033,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
235,False,"{'a': 0.5, 'e': 1.0}",20,0,-149.6352465200668,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
236,False,"{'a': 0.5, 'e': 1.0}",20,0,-85.44659153595556,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
237,False,"{'a': 0.5, 'e': 1.0}",30,0,-158.79422330822715,"{0: 17, 1: 6, 2: 4, 3: 1, 4: 2}",0
238,False,"{'a': 0.5, 'e': 1.0}",20,0,-102.51570216542368,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
239,False,"{'a': 0.5, 'e': 1.0}",20,0,-75.77159833536162,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
240,False,"{'a': 0.5, 'e': 1.0}",20,0,-93.96689025777877,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
241,False,"{'a': 0.5, 'e': 1.0}",30,10,-49.92249277243417,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
242,False,"{'a': 0.5, 'e': 1.0}",30,0,-127.45505608416458,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
243,False,"{'a': 0.5, 'e': 1.0}",20,0,-50.87548957811417,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 1.0}",25,0,-204.32904399982303,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
245,False,"{'a': 0.5, 'e': 1.0}",30,3,-116.61649260631518,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 2}",1
246,False,"{'a': 0.5, 'e': 1.0}",25,0,-174.9687819608785,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 3}",0
247,False,"{'a': 0.5, 'e': 1.0}",20,0,-93.6204392355551,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
248,False,"{'a': 0.5, 'e': 1.0}",25,0,-98.39336441154792,"{0: 13, 1: 8, 2: 3, 3: 0, 4: 1}",0
249,False,"{'a': 0.5, 'e': 1.0}",20,0,-210.98947710133982,"{0: 6, 1: 4, 2: 6, 3: 1, 4: 3}",0
250,False,"{'a': 0.5, 'e': 1.0}",25,0,-101.15684262990646,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
251,False,"{'a': 0.5, 'e': 1.0}",20,0,-88.63759185296733,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
252,False,"{'a': 0.5, 'e': 1.0}",20,0,-160.0168079239223,"{0: 6, 1: 3, 2: 9, 3: 1, 4: 1}",0
253,False,"{'a': 0.5, 'e': 1.0}",25,0,-173.29011178615187,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
254,False,"{'a': 0.5, 'e': 1.0}",25,0,-88.14667711252191,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
255,False,"{'a': 0.5, 'e': 1.0}",25,0,-225.60814358296622,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 5}",0
256,False,"{'a': 0.5, 'e': 1.0}",25,0,-89.44772181320396,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
257,False,"{'a': 0.5, 'e': 1.0}",20,0,-77.8892209616996,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
258,False,"{'a': 0.5, 'e': 1.0}",20,0,-23.89744375603382,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
259,False,"{'a': 0.5, 'e': 1.0}",25,0,-26.084119867508015,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
260,False,"{'a': 0.5, 'e': 1.0}",25,0,-156.9380088772499,"{0: 12, 1: 5, 2: 3, 3: 4, 4: 1}",0
261,False,"{'a': 0.5, 'e': 1.0}",25,0,-73.80768534156941,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
262,False,"{'a': 0.5, 'e': 1.0}",20,0,-121.51786910974823,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
263,False,"{'a': 0.5, 'e': 1.0}",25,0,-171.2462073873166,"{0: 11, 1: 1, 2: 10, 3: 2, 4: 1}",0
264,False,"{'a': 0.5, 'e': 1.0}",25,0,-32.57424542381295,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
265,False,"{'a': 0.5, 'e': 1.0}",25,0,-95.68489141198484,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
266,False,"{'a': 0.5, 'e': 1.0}",20,1,-86.87591626758811,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 1}",1
267,False,"{'a': 0.5, 'e': 1.0}",20,0,-189.11182755075077,"{0: 10, 1: 3, 2: 2, 3: 2, 4: 3}",0
268,False,"{'a': 0.5, 'e': 1.0}",25,0,-54.95950111220533,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
269,False,"{'a': 0.5, 'e': 1.0}",20,0,-56.217662575453616,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
270,False,"{'a': 0.5, 'e': 1.0}",20,0,-70.80783835321824,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
271,False,"{'a': 0.5, 'e': 1.0}",20,0,-75.97322273383834,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
272,False,"{'a': 0.5, 'e': 1.0}",25,0,-157.12293984897596,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
273,False,"{'a': 0.5, 'e': 1.0}",30,0,-159.72796835094798,"{0: 16, 1: 3, 2: 8, 3: 2, 4: 1}",0
274,False,"{'a': 0.5, 'e': 1.0}",20,6,-80.68322805058637,"{0: 7, 1: 1, 2: 5, 3: 0, 4: 1}",1
275,False,"{'a': 0.5, 'e': 1.0}",35,0,-130.52444113369629,"{0: 24, 1: 2, 2: 7, 3: 0, 4: 2}",1
276,False,"{'a': 0.5, 'e': 1.0}",20,0,-97.41652254087987,"{0: 8, 1: 5, 2: 6, 3: 1, 4: 0}",0
277,False,"{'a': 0.5, 'e': 1.0}",30,0,-186.256118029882,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
278,False,"{'a': 0.5, 'e': 1.0}",20,0,-18.635585100453646,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
279,False,"{'a': 0.5, 'e': 1.0}",20,0,-96.30498568219767,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
280,False,"{'a': 0.5, 'e': 1.0}",25,0,-122.20593597338453,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
281,False,"{'a': 0.5, 'e': 1.0}",25,17,-18.416988773587942,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
282,False,"{'a': 0.5, 'e': 1.0}",25,6,-43.24345951625918,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 1.0}",25,0,-270.2911244553703,"{0: 8, 1: 7, 2: 4, 3: 2, 4: 4}",0
284,False,"{'a': 0.5, 'e': 1.0}",20,3,-120.16664138330809,"{0: 8, 1: 3, 2: 4, 3: 0, 4: 2}",1
285,False,"{'a': 0.5, 'e': 1.0}",35,0,-257.16578205449986,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 5}",0
286,False,"{'a': 0.5, 'e': 1.0}",20,0,-105.07001623571263,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
287,False,"{'a': 0.5, 'e': 1.0}",25,0,-166.40404418728625,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
288,False,"{'a': 0.5, 'e': 1.0}",20,0,-28.670750244393837,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
289,False,"{'a': 0.5, 'e': 1.0}",25,0,-153.2724741670352,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
290,False,"{'a': 0.5, 'e': 1.0}",25,0,-117.1211758668168,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
291,False,"{'a': 0.5, 'e': 1.0}",20,0,-147.60965353131473,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
292,False,"{'a': 0.5, 'e': 1.0}",30,0,-155.18809642327818,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
293,False,"{'a': 0.5, 'e': 1.0}",25,0,-115.17735381237837,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
294,False,"{'a': 0.5, 'e': 1.0}",20,0,-80.17654485623635,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
295,False,"{'a': 0.5, 'e': 1.0}",30,0,-143.8337553619854,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
296,False,"{'a': 0.5, 'e': 1.0}",20,0,-10.323962233902048,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
297,False,"{'a': 0.5, 'e': 1.0}",30,0,-55.92828865687998,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
298,False,"{'a': 0.5, 'e': 1.0}",20,0,-78.64460835562049,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
299,False,"{'a': 0.5, 'e': 1.0}",20,0,-34.53107679811018,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
300,False,"{'a': 0.5, 'e': 1.0}",30,0,-192.00468910277095,"{0: 16, 1: 6, 2: 4, 3: 1, 4: 3}",0
301,False,"{'a': 0.5, 'e': 1.0}",25,0,-93.65818223138051,"{0: 12, 1: 5, 2: 7, 3: 1, 4: 0}",0
302,False,"{'a': 0.5, 'e': 1.0}",20,0,-117.39399590139092,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
303,False,"{'a': 0.5, 'e': 1.0}",25,0,-218.92918526890776,"{0: 12, 1: 4, 2: 5, 3: 0, 4: 4}",0
304,False,"{'a': 0.5, 'e': 1.0}",30,0,-134.63582726539323,"{0: 21, 1: 4, 2: 2, 3: 0, 4: 3}",0
305,False,"{'a': 0.5, 'e': 1.0}",25,0,-131.86644700752024,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
306,False,"{'a': 0.5, 'e': 1.0}",20,0,-100.18804916795179,"{0: 8, 1: 3, 2: 9, 3: 0, 4: 0}",0
307,False,"{'a': 0.5, 'e': 1.0}",20,0,-102.81200051086822,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
308,False,"{'a': 0.5, 'e': 1.0}",30,0,-93.36185435205955,"{0: 18, 1: 6, 2: 4, 3: 2, 4: 0}",0
309,False,"{'a': 0.5, 'e': 1.0}",25,0,-111.3526595929938,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
310,False,"{'a': 0.5, 'e': 1.0}",20,0,-195.75160849858088,"{0: 6, 1: 6, 2: 5, 3: 0, 4: 3}",0
311,False,"{'a': 0.5, 'e': 1.0}",20,0,-78.3544097198956,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
312,False,"{'a': 0.5, 'e': 1.0}",20,0,-166.10471598868762,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
313,False,"{'a': 0.5, 'e': 1.0}",35,0,-164.01533212713338,"{0: 20, 1: 5, 2: 6, 3: 3, 4: 1}",0
314,False,"{'a': 0.5, 'e': 1.0}",20,0,-139.42266986310585,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
315,False,"{'a': 0.5, 'e': 1.0}",20,0,-95.04661962708833,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
316,False,"{'a': 0.5, 'e': 1.0}",20,0,-131.23273204161663,"{0: 9, 1: 6, 2: 3, 3: 0, 4: 2}",0
317,False,"{'a': 0.5, 'e': 1.0}",20,0,-108.89868653867426,"{0: 14, 1: 2, 2: 0, 3: 2, 4: 2}",0
318,False,"{'a': 0.5, 'e': 1.0}",25,0,-148.57016929309697,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
319,False,"{'a': 0.5, 'e': 1.0}",20,0,-82.57795878793773,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
320,False,"{'a': 0.5, 'e': 1.0}",20,0,-52.406886588471075,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
321,False,"{'a': 0.5, 'e': 1.0}",20,0,-96.2480218513273,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
322,False,"{'a': 0.5, 'e': 1.0}",25,6,-169.03874608378428,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 3}",1
323,False,"{'a': 0.5, 'e': 1.0}",30,0,-188.14758781119033,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
324,False,"{'a': 0.5, 'e': 1.0}",25,0,-236.5689298570851,"{0: 11, 1: 5, 2: 4, 3: 1, 4: 4}",0
325,False,"{'a': 0.5, 'e': 1.0}",35,0,-51.336395156180565,"{0: 27, 1: 2, 2: 5, 3: 1, 4: 0}",0
326,False,"{'a': 0.5, 'e': 1.0}",20,0,-105.53411202923732,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
327,False,"{'a': 0.5, 'e': 1.0}",20,0,-30.946381915552184,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
328,False,"{'a': 0.5, 'e': 1.0}",20,0,-126.7782276872183,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
329,False,"{'a': 0.5, 'e': 1.0}",20,0,-56.50061595789024,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 1.0}",25,0,-161.09654701989285,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
331,False,"{'a': 0.5, 'e': 1.0}",25,0,-107.37615791451127,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
332,False,"{'a': 0.5, 'e': 1.0}",20,0,-39.91512306243639,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
333,False,"{'a': 0.5, 'e': 1.0}",20,0,-154.6050905397689,"{0: 10, 1: 0, 2: 6, 3: 3, 4: 1}",0
334,False,"{'a': 0.5, 'e': 1.0}",25,9,-45.691395217635815,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
335,False,"{'a': 0.5, 'e': 1.0}",20,0,-146.07605215452875,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
336,False,"{'a': 0.5, 'e': 1.0}",25,0,-73.22647248324702,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
337,False,"{'a': 0.5, 'e': 1.0}",20,0,-48.57024790420827,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
338,False,"{'a': 0.5, 'e': 1.0}",30,0,-215.8667916741235,"{0: 18, 1: 4, 2: 3, 3: 1, 4: 4}",0
339,False,"{'a': 0.5, 'e': 1.0}",25,0,-159.91463033656703,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
340,False,"{'a': 0.5, 'e': 1.0}",30,0,-196.18946793985594,"{0: 16, 1: 3, 2: 6, 3: 3, 4: 2}",0
341,False,"{'a': 0.5, 'e': 1.0}",20,0,-90.57483901390378,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
342,False,"{'a': 0.5, 'e': 1.0}",20,0,-113.59501716809777,"{0: 11, 1: 5, 2: 0, 3: 3, 4: 1}",0
343,False,"{'a': 0.5, 'e': 1.0}",30,0,-61.177120594061236,"{0: 21, 1: 6, 2: 1, 3: 2, 4: 0}",0
344,False,"{'a': 0.5, 'e': 1.0}",20,0,-119.14453868433542,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
345,False,"{'a': 0.5, 'e': 1.0}",20,0,-100.41894621988335,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
346,False,"{'a': 0.5, 'e': 1.0}",35,0,-267.3036061972096,"{0: 15, 1: 7, 2: 5, 3: 6, 4: 2}",0
347,False,"{'a': 0.5, 'e': 1.0}",35,5,-195.6782855509348,"{0: 18, 1: 6, 2: 2, 3: 0, 4: 4}",1
348,False,"{'a': 0.5, 'e': 1.0}",20,0,-34.75674954207164,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
349,False,"{'a': 0.5, 'e': 1.0}",25,0,-101.9068718533134,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
350,False,"{'a': 0.5, 'e': 1.0}",25,0,-118.87505820326838,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
351,False,"{'a': 0.5, 'e': 1.0}",25,0,-85.42079853982867,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
352,False,"{'a': 0.5, 'e': 1.0}",25,0,-127.65526186345006,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
353,False,"{'a': 0.5, 'e': 1.0}",30,0,-248.76066789446415,"{0: 11, 1: 8, 2: 6, 3: 2, 4: 3}",0
354,False,"{'a': 0.5, 'e': 1.0}",35,0,-273.6038163382707,"{0: 15, 1: 3, 2: 13, 3: 1, 4: 3}",0
355,False,"{'a': 0.5, 'e': 1.0}",20,0,-204.11285679768125,"{0: 10, 1: 1, 2: 3, 3: 3, 4: 3}",0
356,False,"{'a': 0.5, 'e': 1.0}",35,0,-251.80096093629112,"{0: 18, 1: 5, 2: 7, 3: 1, 4: 4}",0
357,False,"{'a': 0.5, 'e': 1.0}",20,0,-78.66702169940564,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
358,False,"{'a': 0.5, 'e': 1.0}",35,0,-146.59992464447996,"{0: 21, 1: 6, 2: 6, 3: 0, 4: 2}",0
359,False,"{'a': 0.5, 'e': 1.0}",20,0,-17.736711064384604,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
360,False,"{'a': 0.5, 'e': 1.0}",20,0,-83.87791479257903,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
361,False,"{'a': 0.5, 'e': 1.0}",25,0,-114.35217682407111,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
362,False,"{'a': 0.5, 'e': 1.0}",20,0,-76.29655474827774,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
363,False,"{'a': 0.5, 'e': 1.0}",25,0,-121.3884856536455,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
364,False,"{'a': 0.5, 'e': 1.0}",25,0,-150.417571033698,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
365,False,"{'a': 0.5, 'e': 1.0}",20,0,-44.187409037803754,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
366,False,"{'a': 0.5, 'e': 1.0}",20,0,-107.22836334512596,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
367,False,"{'a': 0.5, 'e': 1.0}",20,0,-85.19473658724057,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
368,False,"{'a': 0.5, 'e': 1.0}",30,0,-239.95502296720204,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 5}",0
369,False,"{'a': 0.5, 'e': 1.0}",20,0,-91.12778893607317,"{0: 12, 1: 2, 2: 2, 3: 4, 4: 0}",0
370,False,"{'a': 0.5, 'e': 1.0}",20,0,-117.25625005378909,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
371,False,"{'a': 0.5, 'e': 1.0}",20,0,-113.29085021330475,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
372,False,"{'a': 0.5, 'e': 1.0}",25,0,-68.18019250675457,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
373,False,"{'a': 0.5, 'e': 1.0}",35,0,-227.79691530371622,"{0: 18, 1: 9, 2: 4, 3: 0, 4: 4}",0
374,False,"{'a': 0.5, 'e': 1.0}",25,0,-124.03021442986069,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
375,False,"{'a': 0.5, 'e': 1.0}",25,0,-160.57642368280054,"{0: 10, 1: 3, 2: 10, 3: 1, 4: 1}",0
376,False,"{'a': 0.5, 'e': 1.0}",20,5,-35.633986859345356,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
377,False,"{'a': 0.5, 'e': 1.0}",20,0,-79.78243789046901,"{0: 10, 1: 5, 2: 3, 3: 2, 4: 0}",0
378,False,"{'a': 0.5, 'e': 1.0}",20,0,-50.27786330256497,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
379,False,"{'a': 0.5, 'e': 1.0}",35,0,-256.8762887254603,"{0: 20, 1: 3, 2: 5, 3: 3, 4: 4}",0
380,False,"{'a': 0.5, 'e': 1.0}",30,0,-205.40636063268983,"{0: 19, 1: 2, 2: 5, 3: 0, 4: 4}",0
381,False,"{'a': 0.5, 'e': 1.0}",20,0,-96.87052314370949,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
382,False,"{'a': 0.5, 'e': 1.0}",30,0,-150.58575673073045,"{0: 17, 1: 6, 2: 4, 3: 1, 4: 2}",0
383,False,"{'a': 0.5, 'e': 1.0}",20,2,-93.66962868405969,"{0: 13, 1: 0, 2: 1, 3: 3, 4: 1}",1
384,False,"{'a': 0.5, 'e': 1.0}",25,0,-177.87518436459501,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
385,False,"{'a': 0.5, 'e': 1.0}",20,0,-173.01008665606355,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 3}",0
386,False,"{'a': 0.5, 'e': 1.0}",30,0,-99.71729700030559,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
387,False,"{'a': 0.5, 'e': 1.0}",25,0,-132.4276735285193,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
388,False,"{'a': 0.5, 'e': 1.0}",20,0,-111.17569752834802,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
389,False,"{'a': 0.5, 'e': 1.0}",35,0,-245.024947091623,"{0: 21, 1: 3, 2: 5, 3: 2, 4: 4}",0
390,False,"{'a': 0.5, 'e': 1.0}",20,0,-105.58491727591117,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
391,False,"{'a': 0.5, 'e': 1.0}",30,0,-45.14112169221067,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
